Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
61,male,74103,high school,7,skiing,1956,suburban,266,161,summer,1,0,0
53,male,56102,high school,0,skiing,1002,rural,194,163,fall,1,1,0
22,female,75188,bachelor,6,swimming,4122,suburban,9,23,fall,1,0,0
57,female,56928,high school,0,swimming,2270,suburban,47,113,fall,0,0,0
54,non-binary,43425,bachelor,6,swimming,3434,urban,292,107,winter,1,1,0
50,male,33553,master,8,swimming,2189,suburban,122,84,fall,1,0,0
35,male,88368,high school,1,skiing,3667,suburban,104,289,summer,0,0,1
36,non-binary,26875,doctorate,2,sunbathing,2283,suburban,276,46,summer,0,1,0
68,male,64020,high school,4,hiking,4637,suburban,211,144,fall,0,0,0
49,male,37554,doctorate,2,swimming,1993,urban,133,97,spring,1,1,0
59,female,76285,bachelor,6,skiing,549,suburban,243,3,summer,0,1,0
39,non-binary,97623,doctorate,3,skiing,2701,rural,266,96,spring,1,0,0
58,non-binary,46780,master,2,skiing,2888,urban,41,238,spring,1,0,1
18,male,106785,doctorate,0,sunbathing,736,rural,273,78,fall,0,0,0
42,non-binary,36927,bachelor,2,hiking,1541,suburban,236,285,fall,0,0,1
37,male,80142,high school,0,sunbathing,4851,rural,134,208,summer,1,0,0
52,male,70797,high school,1,sunbathing,2138,rural,70,179,winter,0,0,0
62,female,27842,master,1,hiking,539,urban,76,264,summer,1,0,1
23,female,100456,high school,2,skiing,4861,rural,165,14,fall,0,1,0
23,male,89409,high school,9,swimming,2350,urban,11,224,fall,1,1,0
67,non-binary,94731,high school,0,swimming,4587,urban,60,80,winter,1,1,0
54,non-binary,64744,doctorate,2,hiking,3454,urban,1,90,summer,0,0,1
66,female,109279,master,2,swimming,1153,rural,116,245,winter,1,0,0
20,male,57934,doctorate,0,hiking,2787,rural,208,129,summer,1,0,0
54,male,98600,doctorate,3,hiking,3358,suburban,1,60,spring,1,1,1
48,female,79308,master,6,skiing,4669,rural,226,183,spring,0,0,0
52,male,113972,doctorate,7,hiking,4358,rural,165,116,fall,1,1,0
62,female,37883,doctorate,2,skiing,1834,suburban,29,267,spring,0,0,1
32,male,37888,high school,3,hiking,4336,urban,178,201,summer,1,1,1
34,non-binary,87495,high school,9,sunbathing,3154,rural,38,154,summer,1,1,0
32,female,113873,master,8,swimming,3715,urban,10,256,summer,1,1,0
22,male,48612,doctorate,6,sunbathing,2807,rural,222,70,spring,0,0,0
39,male,34765,doctorate,7,sunbathing,889,rural,201,99,summer,1,0,0
63,female,23501,high school,5,swimming,1420,suburban,140,126,spring,0,0,0
28,male,85640,high school,9,skiing,1748,rural,32,9,winter,1,0,0
45,male,104702,doctorate,2,hiking,1998,suburban,272,142,winter,0,0,0
31,male,35529,doctorate,7,skiing,2689,suburban,278,203,winter,0,1,0
56,female,89172,high school,4,sunbathing,3251,urban,246,161,fall,0,0,0
20,non-binary,50956,bachelor,2,sunbathing,2955,suburban,263,160,winter,1,0,0
69,male,89280,bachelor,2,skiing,4361,suburban,122,143,summer,0,0,1
59,female,59286,doctorate,2,skiing,4179,suburban,163,83,summer,1,1,0
28,female,91829,bachelor,4,sunbathing,1086,suburban,269,19,winter,0,0,0
47,male,76121,master,6,sunbathing,696,rural,79,9,spring,1,1,0
55,female,71719,bachelor,2,swimming,4636,urban,202,107,summer,1,1,0
22,male,71080,doctorate,5,sunbathing,4188,suburban,267,207,spring,1,1,0
69,female,33194,bachelor,9,skiing,822,suburban,293,73,winter,1,0,0
39,non-binary,38398,doctorate,6,sunbathing,1440,rural,196,126,spring,0,1,0
30,non-binary,50940,doctorate,4,swimming,1681,suburban,280,61,summer,1,1,0
61,non-binary,27126,master,5,hiking,4835,urban,90,284,summer,0,0,1
68,non-binary,103236,high school,8,hiking,1053,suburban,120,3,fall,1,0,0
68,non-binary,70802,bachelor,8,skiing,1146,rural,141,85,summer,0,0,0
38,non-binary,119347,master,1,skiing,1936,rural,130,0,fall,0,1,0
54,non-binary,73619,doctorate,3,skiing,4985,suburban,275,109,spring,0,1,0
42,male,95951,bachelor,4,skiing,1739,suburban,246,212,fall,1,0,0
69,male,44150,bachelor,9,swimming,2834,urban,55,115,spring,1,0,0
38,male,21672,bachelor,0,hiking,2697,suburban,88,232,summer,0,0,1
45,female,42573,high school,1,swimming,2963,suburban,36,176,fall,0,0,0
58,female,34033,bachelor,3,sunbathing,2813,rural,98,266,winter,1,1,0
21,non-binary,118427,bachelor,2,skiing,1460,urban,136,167,fall,1,0,1
46,non-binary,27389,high school,4,skiing,4447,urban,109,197,summer,0,0,1
64,female,76591,bachelor,2,swimming,4838,suburban,194,195,spring,1,1,0
52,non-binary,111987,doctorate,7,sunbathing,3886,urban,24,103,fall,1,1,0
40,female,71215,bachelor,3,hiking,795,urban,163,90,winter,0,0,0
24,non-binary,49271,master,0,hiking,975,urban,218,241,summer,0,0,1
69,non-binary,85423,bachelor,1,hiking,1082,rural,229,161,summer,1,1,0
69,non-binary,49808,master,5,swimming,2407,suburban,246,91,fall,0,1,0
63,female,62298,bachelor,8,skiing,3258,urban,70,122,spring,1,1,1
63,non-binary,54213,master,9,sunbathing,4617,urban,177,244,winter,1,1,0
26,female,35805,doctorate,8,skiing,1023,rural,50,280,spring,1,0,1
40,non-binary,32538,master,4,sunbathing,979,suburban,121,226,winter,1,1,0
20,male,103920,high school,3,skiing,615,rural,146,265,fall,0,1,1
26,male,47828,high school,5,skiing,1887,suburban,63,189,fall,0,1,1
21,female,35907,doctorate,3,swimming,2436,urban,282,34,winter,0,0,0
66,male,80457,bachelor,3,skiing,1545,urban,130,202,summer,0,0,1
42,male,96341,high school,3,swimming,2100,urban,6,16,fall,0,1,0
23,non-binary,112120,master,3,swimming,763,urban,279,32,winter,0,0,0
65,non-binary,96238,bachelor,7,sunbathing,1381,rural,132,64,fall,1,0,0
35,non-binary,106067,doctorate,7,hiking,4598,urban,48,162,summer,1,0,1
62,female,111412,doctorate,1,sunbathing,3110,urban,61,211,winter,1,0,0
24,non-binary,93103,master,0,hiking,534,rural,67,191,summer,0,0,1
52,non-binary,20239,high school,2,hiking,4591,suburban,167,98,fall,1,0,0
48,female,80435,high school,8,skiing,1666,urban,211,80,fall,1,0,0
55,non-binary,38553,master,4,skiing,797,rural,81,294,winter,1,1,1
49,male,38043,high school,7,swimming,3264,rural,203,231,summer,1,0,0
52,non-binary,76677,doctorate,4,swimming,1901,urban,99,224,fall,0,0,0
45,female,110500,doctorate,9,sunbathing,850,urban,225,161,spring,0,1,0
61,female,42158,doctorate,4,skiing,3733,rural,247,194,spring,1,0,0
22,male,24391,high school,0,skiing,4123,rural,126,181,fall,1,1,1
47,non-binary,113769,master,8,hiking,2016,rural,150,55,winter,0,0,0
39,male,58986,high school,8,skiing,3581,urban,55,174,winter,0,1,1
34,non-binary,102401,bachelor,9,swimming,2072,urban,258,53,spring,0,0,0
27,female,50507,doctorate,4,hiking,4201,suburban,173,139,summer,1,0,0
24,female,92504,high school,2,hiking,871,rural,212,146,fall,1,1,0
21,male,86929,bachelor,7,hiking,4541,suburban,241,198,winter,0,1,0
59,female,66023,high school,8,hiking,4167,urban,248,70,winter,0,0,0
44,female,55774,doctorate,6,sunbathing,1988,urban,166,154,fall,0,1,0
24,non-binary,70529,high school,2,swimming,1222,rural,61,224,winter,1,0,0
40,male,50868,master,8,skiing,3481,urban,219,54,fall,1,0,0
28,male,86547,high school,5,swimming,3356,urban,200,164,spring,1,0,0
25,non-binary,88289,bachelor,7,sunbathing,2783,urban,73,134,winter,1,1,0
25,non-binary,110360,doctorate,8,swimming,3339,suburban,271,157,fall,0,1,0
54,male,87474,high school,0,sunbathing,1339,urban,295,128,summer,1,1,0
22,female,32429,bachelor,1,hiking,917,rural,215,56,summer,1,1,0
24,male,113131,bachelor,6,swimming,2930,rural,28,150,spring,0,1,0
39,non-binary,67716,doctorate,2,swimming,2512,urban,270,273,spring,0,0,0
53,male,66355,high school,0,swimming,2755,urban,75,282,spring,1,0,0
19,female,42556,high school,8,hiking,1141,rural,123,261,spring,0,1,1
41,male,36842,master,0,skiing,3350,urban,167,111,summer,1,1,0
68,male,25939,doctorate,2,swimming,2778,rural,193,199,summer,1,1,0
19,female,66666,doctorate,4,skiing,3025,suburban,194,169,fall,0,0,0
65,female,113649,bachelor,1,skiing,1585,suburban,25,99,summer,1,0,1
29,female,48410,bachelor,5,skiing,2646,rural,264,103,spring,0,1,0
64,female,64873,doctorate,3,hiking,3152,rural,60,158,spring,1,0,1
59,non-binary,85647,bachelor,1,sunbathing,1279,suburban,132,189,fall,1,0,0
43,male,70169,master,8,hiking,2095,suburban,279,3,spring,0,1,0
55,male,95144,bachelor,9,sunbathing,4193,urban,198,163,summer,1,0,0
62,male,110493,bachelor,4,skiing,1744,urban,135,104,summer,0,0,0
23,male,36956,bachelor,9,sunbathing,3715,urban,183,240,spring,1,1,0
40,male,113753,bachelor,2,hiking,1213,rural,34,116,spring,0,0,1
19,non-binary,68069,master,1,hiking,4361,suburban,253,157,fall,1,0,0
43,non-binary,96619,bachelor,4,sunbathing,3258,urban,199,27,summer,1,0,0
31,male,25888,bachelor,2,hiking,975,suburban,281,110,summer,1,0,0
35,male,104553,high school,0,swimming,4276,suburban,200,33,spring,0,1,0
55,male,26444,high school,2,hiking,3832,suburban,151,70,fall,0,0,0
49,non-binary,102856,master,9,skiing,3185,suburban,275,6,spring,0,0,0
68,male,101176,doctorate,0,hiking,3364,rural,115,97,winter,1,0,0
31,female,104428,bachelor,7,swimming,4407,rural,186,129,spring,1,0,0
47,non-binary,90047,doctorate,1,hiking,2859,rural,83,233,spring,0,0,1
30,female,89253,bachelor,1,skiing,3927,urban,14,258,winter,0,1,1
57,female,97682,master,6,skiing,2524,urban,241,193,summer,1,0,0
48,female,105818,bachelor,0,swimming,761,rural,156,229,winter,0,0,0
54,non-binary,118892,high school,1,hiking,2295,urban,201,138,spring,1,1,0
62,female,70813,bachelor,1,skiing,2782,suburban,134,67,winter,1,1,0
55,male,76663,master,5,swimming,1871,rural,146,20,fall,1,0,0
39,male,74319,doctorate,0,skiing,3092,suburban,269,187,spring,1,1,0
45,female,85532,high school,4,skiing,2511,suburban,79,77,winter,0,0,0
36,non-binary,42665,master,4,hiking,3302,suburban,83,6,winter,1,1,0
60,male,47181,master,0,swimming,598,suburban,180,34,winter,1,0,0
33,non-binary,52232,master,4,sunbathing,2376,suburban,49,121,spring,0,0,0
22,male,49001,master,7,swimming,4213,urban,287,210,winter,0,0,0
61,non-binary,68647,high school,1,hiking,3860,suburban,114,141,summer,1,0,1
66,male,26481,bachelor,0,sunbathing,850,urban,34,242,fall,0,0,0
19,female,35947,doctorate,6,skiing,1488,urban,82,92,spring,1,1,1
27,female,111796,bachelor,2,hiking,2826,rural,88,202,winter,0,1,1
64,female,110993,master,2,skiing,4578,suburban,9,272,fall,0,0,1
36,non-binary,86800,high school,3,skiing,2289,rural,116,100,winter,1,0,0
37,female,89017,high school,2,skiing,4096,urban,194,260,winter,0,1,1
46,non-binary,110506,doctorate,4,hiking,4388,suburban,178,165,spring,1,0,0
42,male,35370,bachelor,6,skiing,4093,urban,273,89,summer,0,0,0
34,male,107219,master,5,sunbathing,4260,rural,100,72,winter,1,1,0
68,non-binary,104125,master,8,hiking,1683,urban,5,128,fall,1,1,1
68,female,31437,doctorate,9,hiking,708,urban,296,126,summer,1,1,0
30,non-binary,109728,master,6,skiing,4228,rural,106,147,summer,1,1,1
62,non-binary,106707,high school,0,swimming,4788,rural,206,30,fall,1,1,0
33,non-binary,117294,bachelor,0,sunbathing,567,urban,65,178,spring,1,1,0
52,male,26683,master,3,skiing,3269,urban,272,222,summer,0,1,0
53,male,69342,bachelor,2,skiing,1024,urban,172,0,winter,0,0,0
56,male,40211,high school,8,sunbathing,4271,rural,178,91,summer,0,1,0
20,female,59993,master,1,skiing,1026,suburban,125,116,spring,0,0,0
26,male,115684,bachelor,8,sunbathing,2035,urban,134,192,winter,0,0,0
57,male,39116,master,7,skiing,1155,urban,156,204,fall,0,1,1
67,non-binary,36296,master,8,skiing,3229,suburban,91,212,spring,0,1,1
63,female,103749,high school,2,skiing,2436,suburban,172,114,summer,0,1,0
69,non-binary,91148,master,0,skiing,1251,rural,163,94,fall,1,1,0
46,non-binary,74707,high school,7,swimming,1446,rural,291,243,spring,1,0,0
22,non-binary,73293,high school,1,hiking,1023,rural,193,85,winter,0,1,0
20,non-binary,32596,master,4,sunbathing,1858,urban,285,159,summer,0,1,0
27,male,47011,bachelor,1,swimming,1230,rural,3,268,summer,1,1,0
48,female,44193,high school,0,sunbathing,3152,rural,54,96,summer,1,0,0
28,male,52062,high school,2,swimming,3389,suburban,164,245,summer,0,0,0
34,non-binary,103580,high school,9,hiking,1132,suburban,51,118,fall,0,0,1
57,male,68032,master,2,sunbathing,3877,rural,88,229,spring,0,1,0
58,female,116717,bachelor,8,skiing,3899,suburban,294,116,winter,0,0,0
25,male,39064,bachelor,9,hiking,4298,urban,208,122,summer,0,0,0
69,male,38383,bachelor,0,swimming,574,urban,235,158,spring,0,0,0
19,female,76121,master,0,hiking,3348,rural,242,211,summer,0,0,0
21,non-binary,20347,doctorate,8,skiing,3909,urban,221,263,summer,1,0,1
33,non-binary,68877,high school,5,sunbathing,1602,rural,251,206,spring,0,0,0
58,non-binary,94849,master,8,sunbathing,2991,suburban,160,225,summer,1,1,0
58,female,108266,doctorate,9,swimming,4160,suburban,138,137,summer,1,1,0
38,male,65202,bachelor,4,skiing,2844,suburban,45,35,winter,0,1,0
22,non-binary,77948,master,1,skiing,3821,rural,161,36,fall,0,0,0
52,female,73623,bachelor,4,hiking,1201,suburban,54,257,fall,0,1,1
31,female,92305,master,2,skiing,520,urban,128,275,spring,0,1,1
32,female,26187,doctorate,1,sunbathing,2914,suburban,277,123,winter,1,1,0
23,non-binary,34565,doctorate,8,swimming,4409,urban,23,187,fall,0,1,0
33,female,45886,master,7,skiing,1226,rural,55,290,fall,0,1,1
40,non-binary,88418,doctorate,3,swimming,556,urban,22,100,winter,1,0,0
48,male,59047,bachelor,8,swimming,4444,urban,235,281,summer,0,0,0
59,female,97384,high school,3,sunbathing,1780,suburban,71,61,summer,1,1,0
63,female,96596,high school,7,sunbathing,544,rural,78,183,summer,0,1,0
29,non-binary,56622,high school,6,hiking,2824,urban,237,225,spring,1,0,0
58,non-binary,77351,doctorate,8,swimming,508,urban,222,109,spring,1,1,0
36,non-binary,103191,high school,3,swimming,661,rural,185,4,spring,1,0,0
29,male,70896,bachelor,1,hiking,4984,rural,67,131,spring,1,1,1
62,non-binary,86289,high school,0,swimming,2645,suburban,231,274,fall,0,1,0
30,female,77567,doctorate,0,hiking,4958,suburban,65,226,spring,1,0,1
66,male,83867,doctorate,9,hiking,2317,suburban,138,17,fall,0,0,0
19,non-binary,68064,master,6,hiking,2860,urban,147,169,winter,0,1,1
37,non-binary,28701,high school,1,sunbathing,1884,rural,151,5,fall,0,0,0
48,female,32845,doctorate,7,swimming,4477,urban,173,59,spring,0,1,0
26,female,47398,master,4,skiing,1562,suburban,11,75,fall,0,1,1
38,non-binary,82548,doctorate,1,hiking,3185,urban,14,243,summer,1,1,1
25,male,111745,master,3,sunbathing,2728,suburban,133,17,winter,0,1,0
56,non-binary,78530,doctorate,5,swimming,4075,suburban,51,200,summer,0,1,0
54,male,42119,high school,2,sunbathing,3497,rural,58,34,winter,0,0,0
46,female,39503,master,7,hiking,3365,suburban,279,170,summer,0,1,0
36,female,73694,high school,5,swimming,4135,rural,181,280,fall,1,1,0
52,male,98524,master,6,hiking,2182,suburban,228,162,summer,0,1,0
62,male,88192,bachelor,9,swimming,3184,rural,113,109,summer,1,0,0
55,female,43243,doctorate,0,swimming,4013,urban,1,64,spring,1,1,0
43,male,89004,high school,4,swimming,1527,urban,75,91,winter,0,1,0
28,female,84820,high school,2,skiing,1959,suburban,154,157,winter,1,0,1
53,non-binary,52837,doctorate,3,skiing,1961,suburban,35,226,fall,0,0,1
52,male,40452,master,4,sunbathing,1661,suburban,102,47,winter,0,1,0
21,male,42722,bachelor,0,sunbathing,2249,rural,112,26,fall,0,0,0
20,female,25479,doctorate,1,swimming,2633,urban,31,294,summer,0,1,0
62,male,37293,doctorate,3,swimming,1774,rural,193,20,summer,0,0,0
64,male,104720,bachelor,5,hiking,2241,suburban,192,100,fall,1,0,0
29,non-binary,112685,master,9,hiking,2463,urban,154,171,summer,0,1,1
49,female,44240,doctorate,7,skiing,1497,suburban,142,45,winter,0,0,0
64,male,41952,doctorate,5,swimming,1822,urban,38,87,spring,0,1,0
43,non-binary,29059,master,1,swimming,4573,urban,293,89,spring,1,1,0
60,non-binary,71953,doctorate,7,hiking,4902,urban,57,164,winter,1,1,1
60,non-binary,23808,high school,3,sunbathing,1750,rural,133,48,spring,0,1,0
30,male,60663,doctorate,6,sunbathing,1803,rural,105,102,summer,1,1,0
61,female,104057,high school,4,skiing,2239,suburban,200,47,fall,1,0,0
55,non-binary,97961,high school,9,swimming,2168,urban,116,133,spring,0,0,0
46,male,32838,high school,6,swimming,2328,rural,286,41,summer,1,1,0
69,female,43929,bachelor,3,sunbathing,4312,urban,200,226,summer,1,1,0
68,female,105833,bachelor,6,skiing,1215,suburban,201,183,spring,1,0,0
36,non-binary,70245,master,6,skiing,4756,suburban,240,37,winter,1,1,0
52,male,36708,high school,8,skiing,4489,urban,191,114,summer,0,1,0
65,non-binary,40664,doctorate,7,skiing,2351,suburban,70,167,fall,0,1,1
58,female,106062,master,7,swimming,2623,urban,255,271,summer,0,0,0
44,male,96975,high school,6,hiking,2438,urban,220,167,winter,0,1,0
63,non-binary,53724,doctorate,3,sunbathing,4785,urban,215,215,spring,0,1,0
48,female,106407,high school,6,swimming,2515,suburban,76,93,fall,0,0,0
20,male,26601,master,0,hiking,3186,rural,277,117,winter,1,0,0
52,male,113034,high school,3,swimming,2765,urban,53,210,fall,1,0,0
41,non-binary,58680,bachelor,4,hiking,1160,urban,194,260,winter,0,1,1
69,non-binary,50065,bachelor,8,hiking,3511,urban,111,120,summer,1,1,1
24,female,103299,master,9,sunbathing,1379,urban,33,0,winter,0,0,0
68,non-binary,109410,doctorate,6,sunbathing,1519,urban,144,279,winter,1,0,0
52,male,118293,bachelor,0,skiing,3618,suburban,234,229,summer,0,0,0
38,non-binary,24583,bachelor,6,swimming,4082,rural,110,142,fall,1,0,0
18,male,23034,high school,5,sunbathing,1914,urban,118,38,fall,0,1,0
61,female,24438,high school,1,sunbathing,4817,urban,247,105,winter,0,1,0
23,non-binary,25739,bachelor,4,skiing,1845,urban,111,250,fall,0,0,1
56,male,45822,high school,0,sunbathing,3361,rural,210,144,summer,1,0,0
51,female,70785,high school,5,swimming,4442,rural,130,290,winter,1,1,0
35,male,116067,bachelor,5,swimming,3081,suburban,240,166,spring,1,0,0
42,female,38379,high school,2,skiing,2133,urban,120,218,summer,1,0,1
32,non-binary,26640,bachelor,8,sunbathing,1125,suburban,36,246,spring,0,1,0
64,female,95642,bachelor,2,hiking,1510,suburban,100,70,spring,1,1,0
49,male,55118,master,3,hiking,4549,suburban,168,53,fall,1,0,0
59,male,72708,master,7,hiking,3611,urban,293,244,summer,1,0,0
66,female,20628,doctorate,7,hiking,1071,urban,24,216,winter,1,0,1
67,non-binary,85588,master,0,swimming,4075,urban,199,97,spring,1,0,0
35,male,103730,master,0,skiing,1638,urban,132,161,summer,1,1,1
48,non-binary,75228,high school,5,swimming,726,suburban,204,183,spring,1,0,0
46,female,26352,bachelor,3,hiking,2737,urban,94,116,fall,0,0,1
32,female,54329,bachelor,6,sunbathing,3499,urban,107,163,fall,0,1,0
40,male,86774,bachelor,6,sunbathing,4084,urban,255,287,summer,1,0,0
55,male,33562,master,0,swimming,4355,suburban,21,290,summer,1,1,0
58,non-binary,87283,bachelor,4,skiing,1156,rural,105,240,fall,0,0,1
28,female,48100,doctorate,8,swimming,601,suburban,246,100,winter,0,1,0
32,non-binary,80380,bachelor,0,skiing,1901,rural,240,154,winter,1,1,0
40,non-binary,89282,bachelor,5,skiing,4490,suburban,247,186,spring,1,1,0
20,non-binary,24707,high school,2,hiking,1336,rural,235,144,summer,1,1,0
36,female,92482,high school,7,hiking,4297,urban,52,261,spring,0,1,1
18,female,67499,master,8,skiing,4359,suburban,179,16,summer,0,0,0
41,non-binary,81273,master,9,sunbathing,4534,suburban,126,245,summer,0,1,0
66,non-binary,99484,doctorate,1,swimming,3343,rural,24,215,spring,1,0,0
28,non-binary,66574,master,4,skiing,2716,rural,228,35,fall,1,1,0
47,female,31478,high school,3,hiking,2432,rural,143,231,winter,1,0,1
67,female,27084,high school,9,swimming,4672,suburban,281,133,spring,0,0,0
28,female,105955,master,2,swimming,4465,suburban,167,102,fall,0,1,0
56,non-binary,24341,bachelor,8,hiking,2740,rural,48,126,spring,0,0,1
18,female,100263,doctorate,7,hiking,3181,suburban,150,257,fall,0,0,1
29,non-binary,90938,high school,1,hiking,4318,urban,188,60,fall,0,1,0
21,male,21307,master,0,skiing,995,rural,167,224,summer,1,0,1
42,non-binary,30631,master,0,hiking,2323,rural,100,108,winter,1,1,1
25,female,82891,bachelor,0,hiking,4218,rural,216,297,winter,0,0,1
32,male,60885,bachelor,4,sunbathing,1044,suburban,57,186,summer,1,1,0
60,male,106952,high school,3,hiking,3511,suburban,217,16,summer,0,0,0
47,male,78216,high school,7,skiing,1789,suburban,272,114,winter,1,1,0
57,male,90037,doctorate,9,sunbathing,1447,suburban,277,95,summer,0,1,0
49,non-binary,26040,high school,8,swimming,1353,urban,128,241,spring,1,1,0
61,non-binary,21863,doctorate,9,skiing,3377,urban,269,283,fall,1,1,1
52,female,28423,doctorate,4,swimming,3187,rural,4,7,fall,1,1,0
38,female,88739,doctorate,2,sunbathing,3082,suburban,226,98,winter,1,1,0
48,female,30614,bachelor,4,hiking,4162,rural,119,6,fall,0,1,0
53,female,65521,doctorate,8,sunbathing,2847,urban,289,121,fall,1,0,0
44,male,42818,master,2,skiing,3770,rural,190,266,spring,0,0,1
61,female,40850,high school,4,skiing,1128,urban,6,76,spring,1,1,1
25,female,42900,master,4,skiing,4151,suburban,55,273,spring,0,1,1
40,non-binary,40842,doctorate,0,hiking,860,urban,104,42,winter,0,0,0
40,male,27286,bachelor,9,sunbathing,4485,rural,258,185,spring,0,0,0
59,female,87193,high school,8,sunbathing,4746,suburban,263,50,summer,1,0,0
50,male,92033,high school,3,hiking,2281,rural,166,115,summer,1,1,0
30,female,28679,bachelor,4,swimming,4788,urban,232,288,winter,0,1,0
56,male,83379,bachelor,9,sunbathing,4296,rural,96,82,summer,1,1,0
69,male,80489,doctorate,1,swimming,4487,rural,279,10,fall,0,0,0
52,non-binary,66259,doctorate,1,hiking,3953,suburban,121,290,spring,1,0,1
33,female,93509,bachelor,8,hiking,4843,rural,204,97,summer,0,1,0
29,female,54670,doctorate,0,sunbathing,4367,suburban,124,86,winter,1,1,0
48,male,87375,doctorate,9,sunbathing,4366,urban,178,267,spring,1,0,0
22,female,41292,high school,1,skiing,2680,rural,184,77,summer,1,0,0
67,non-binary,59519,high school,1,skiing,3495,urban,227,89,spring,0,0,0
57,male,63381,high school,7,sunbathing,1213,rural,40,238,summer,0,1,0
61,male,34673,doctorate,7,hiking,4440,rural,58,0,fall,0,0,0
42,non-binary,70543,doctorate,8,hiking,1269,rural,46,111,summer,1,1,1
38,female,85824,doctorate,5,sunbathing,4506,urban,270,11,winter,0,0,0
20,male,50266,master,0,skiing,1898,rural,97,212,winter,0,1,1
65,male,67630,bachelor,4,skiing,4983,rural,260,243,winter,1,0,0
27,female,116491,bachelor,9,skiing,1105,suburban,142,197,spring,0,0,1
40,female,80843,high school,5,swimming,2960,rural,214,297,winter,0,0,0
34,non-binary,106562,master,8,skiing,2030,suburban,53,185,spring,0,1,1
59,male,34393,doctorate,0,skiing,2420,urban,275,123,summer,1,0,0
52,non-binary,20791,master,3,skiing,980,rural,1,81,spring,1,0,1
42,female,117018,high school,2,sunbathing,4910,suburban,87,30,winter,1,1,0
19,female,114239,high school,5,sunbathing,3470,suburban,89,228,winter,0,0,0
44,female,63623,doctorate,1,swimming,1206,suburban,206,78,winter,1,1,0
63,non-binary,112145,high school,8,skiing,2944,rural,73,264,winter,1,1,1
26,non-binary,44042,master,2,sunbathing,3145,rural,25,183,summer,0,0,0
66,female,42755,doctorate,1,sunbathing,3114,urban,218,150,fall,0,1,0
21,non-binary,77226,bachelor,4,swimming,4823,urban,192,34,summer,0,0,0
43,male,113791,doctorate,8,swimming,2357,suburban,255,177,fall,0,0,0
49,non-binary,71964,high school,5,skiing,4157,urban,27,271,spring,0,0,1
46,non-binary,38170,master,5,hiking,3355,rural,280,71,spring,1,0,0
39,male,87630,high school,2,sunbathing,2574,urban,220,54,fall,1,0,0
64,non-binary,29666,bachelor,4,sunbathing,952,rural,188,247,summer,1,0,0
30,non-binary,93200,bachelor,0,sunbathing,1334,urban,62,234,summer,0,0,0
40,male,69159,high school,2,hiking,3677,suburban,238,167,winter,1,1,0
48,non-binary,60096,doctorate,1,sunbathing,2870,rural,142,88,summer,0,0,0
68,non-binary,117510,doctorate,1,hiking,2057,suburban,113,132,fall,1,1,1
58,non-binary,26482,doctorate,7,skiing,2990,rural,167,275,spring,0,0,1
53,non-binary,77128,master,4,sunbathing,1942,rural,237,56,winter,0,0,0
57,male,73228,bachelor,9,skiing,4302,urban,256,36,summer,1,0,0
48,male,58523,doctorate,8,swimming,1977,suburban,70,198,winter,1,0,0
32,non-binary,114098,bachelor,9,hiking,1296,suburban,270,76,winter,1,1,0
31,non-binary,65498,bachelor,6,sunbathing,3038,suburban,121,49,summer,1,0,0
52,male,36008,high school,2,sunbathing,1286,urban,220,109,spring,1,1,0
41,male,69509,high school,0,sunbathing,1855,rural,37,164,fall,1,0,0
47,female,23938,high school,6,swimming,1117,rural,40,25,summer,0,0,0
47,male,48166,doctorate,2,skiing,4351,rural,274,41,spring,1,1,0
44,non-binary,108003,master,1,swimming,4683,suburban,154,292,summer,1,1,0
66,male,108325,master,1,swimming,1219,suburban,152,177,fall,0,0,0
57,non-binary,118401,bachelor,0,swimming,3037,urban,291,191,summer,1,0,0
31,male,98328,master,4,swimming,4961,urban,277,146,fall,0,1,0
62,male,48988,bachelor,4,hiking,1408,suburban,181,5,spring,0,0,0
64,male,42770,doctorate,7,hiking,4000,suburban,283,294,spring,1,1,1
28,non-binary,40495,bachelor,9,sunbathing,3324,urban,180,52,fall,1,0,0
64,male,103657,bachelor,6,skiing,1237,suburban,239,17,spring,1,1,0
61,male,69677,bachelor,4,skiing,3449,suburban,193,294,winter,1,0,1
43,female,105112,high school,5,hiking,4284,suburban,48,184,summer,0,0,1
38,female,85926,master,8,hiking,4789,rural,103,184,fall,0,0,1
26,male,40289,doctorate,2,hiking,737,suburban,221,116,summer,1,0,0
64,male,72764,master,9,swimming,566,rural,54,266,fall,1,0,0
18,non-binary,106458,doctorate,8,hiking,4863,urban,279,186,summer,0,0,0
61,non-binary,110575,high school,3,hiking,3021,urban,181,286,spring,1,1,1
23,female,115942,doctorate,2,hiking,1328,urban,262,87,spring,1,1,0
18,non-binary,29457,doctorate,0,hiking,3049,rural,176,258,fall,0,1,1
39,male,92270,doctorate,5,skiing,3103,urban,102,77,summer,0,1,0
68,female,85947,doctorate,6,hiking,3521,suburban,212,287,winter,0,0,1
30,non-binary,64859,master,0,swimming,670,rural,117,130,winter,0,1,0
55,non-binary,78605,master,0,sunbathing,3043,rural,50,103,winter,1,0,0
66,male,105509,high school,4,skiing,3215,suburban,218,172,summer,1,1,0
62,non-binary,100620,doctorate,5,swimming,3934,urban,201,56,fall,1,1,0
